username,location,tweet_text,created_at,retweets,likes,language
de_ges_portal,"Köln, Deutschland",Neue Studie zu Hilfe bei Schlafstrungen nach Krebs Zum kompletten Beitrag,2025-01-09 13:05:00+00:00,0,1,de
Sihooo_DE,no_location,Sihoo Gesundheitsratgeber Richtige Sitzhaltung der Sihoo Brostuhl hlt Sie energiegeladen Lesen amp Nachdenken frdern Ihre geistige Gesundheit Einfache bungen fr Krper und Geist im Einklang,2025-01-09 12:36:57+00:00,0,0,de
wellpresso,Impressum:,In den letzten Jahren hat die globale Landschaft eine faszinierende Verschmelzung von zwei transformierenden Trends erlebt dem Aufstieg von und der anhaltenden Popularitt von,2025-01-09 12:27:26+00:00,0,0,de
wochenblattnews,Aulendorf,Neue Lasertherapie revolutioniert die Behandlung der Prostatavergrerung,2025-01-09 12:27:26+00:00,0,1,de
GesinnungsKanal,no_location,Moiraley1986 Karenztag ist okay wenn zum Ausgleich jeder von seinem Einkommen unabhngig von der Quelle auch in die gesetzliche Krankenkasse einzahlt,2025-01-09 12:17:54+00:00,0,1,de
doubtfireai,Bulgarien,PushUps im Postpark Dein Boss Bitch Workout,2025-01-09 12:10:18+00:00,0,1,en
KathaCMueller,#wirsindmehr #fckafd,Ebolavirus kann die Haut durchdringen via WEBDENews rkide,2025-01-09 11:36:58+00:00,0,0,de
unkrautladen, Burger Strasse1 03096 Werben,Unkrauttrunk zu Gast beim Kruterklatsch im Spreewald,2025-01-09 11:36:05+00:00,0,1,de
EUSchwerbehind1,"Berlin, Deutschland",Krankenstnde Strukturelle Ursachen angehen statt riskanter Scheinlsungen,2025-01-09 11:31:06+00:00,0,0,de
OpenDataBundDe,"Köln, Deutschland",Gibt es Daten zur ffentlichen Gesundheit Wo finde ich Infos zu Inzidenzen und Krankenhusern Auf GovData findet ihr aktuell insgesamt 4000 in der Kategorie Schaut doch mal vorbei,2025-01-09 10:52:32+00:00,0,0,de
Nordstadtblog,Dortmund,bringt digitale Lsungen fr und Einrichtungen Das Projekt DiPAS st soll Erfahrungsrume der Menschen ausdehnen,2025-01-09 10:50:03+00:00,0,0,de
Anarchixel,no_location,Hier ein kurzes Video zum Thema Arthrose Viel Spa beim Ansehen,2025-01-09 10:47:05+00:00,0,0,de
NordischePost,Germany,Tierische FitnessInspiration Wildtiere aktiv im Januar und Februar,2025-01-09 10:46:05+00:00,0,1,de
PaulZoeschg,no_location,War da jetzt seit Oktober jeden Morgen nach dem aufstehen drin Kostet viel innere Energie und ab und zu einen Hammer durch das Eis aber es gibt viel zurck echtes Dopamin Fokus Gesundheit,2025-01-09 10:25:12+00:00,0,1,de
NeuesAusAlzheim,aus aller Welt,Das fr die Whlerschaft wichtigste Themenfeld zur anstehenden Bundestagswahl Nicht UkraineKrieg nicht 1 mehr oder weniger BIP nicht Arbeitsmarkt sondern und Hier mehr dazu,2025-01-09 09:59:50+00:00,0,1,de
LINKE_KV_OF,no_location,Die Forderung nach einem unbezahlten ersten Krankheitstag ist eine Frechheit und Teil des Klassenkampfs von oben Wenn ihr nach unten tretet boxen wir nach oben,2025-01-09 09:35:48+00:00,3,7,de
AOKNordWest,"Dortmund, Kiel",Vor Arbeitsbeginn zwischendurch oder nach Feierabend etwas fr die eigene den Geldbeutel und die tun Nach Abschluss der landesweiten Aktion zieht die ein positives Fazit fr,2025-01-09 09:30:00+00:00,0,6,de
experten_Report,"München, Bayern",Deutsche bleiben Vorsorgemuffel Die Deutschen nehmen Vorsorgeuntersuchungen oft nicht ernst zeigt eine reprsentative Befragung von DA Direkt Besonders Mnner und junge Menschen weisen groe,2025-01-09 09:29:13+00:00,0,3,de
peterpatti,Wasserburg am Inn,Arbeitgeber fordern sogar drei unbezahlte Krankheitstage seid ihr noch da,2025-01-09 09:11:36+00:00,0,0,de
DUEREN_NEWS,"Düren, Kreis Düren, NRW, DE",Sanierung von Haus 14 der LVRKlinik Dren startet,2025-01-09 08:56:03+00:00,0,1,de
IrisRoder42813,"Ravensburg, Baden-Württemberg",So erhlt man die Arbeitskraft,2025-01-09 08:46:02+00:00,2,9,de
Yoga_Therapie,"Papenburg, Deutschland",Spirituelle Ursache deiner Blockaden lsen Lesen Wie du mit ChakraMeditation deine Emotionen reinigst und blockierte Lebenskraft frei setzt Lesen,2025-01-09 08:45:20+00:00,0,0,de
ilm_ulm,"Ulm, Baden-Württemberg",Bewilligung unseres ZIMProjekts mit einem innovativen Partner Wir entwickeln ein automatisiertes System zur schnellen Analyse von Hygieneproben mittels LaserSpeckleInterferometrie fr hchste Sicherheit und Hygieneberwachung,2025-01-09 08:44:53+00:00,0,0,de
PerlewitzAndrea,"Schleswig-Holstein, Deutschlan",Groartig Ich bin wieder so begeistert Auf meiner Seite findest du meine Kontaktdaten fr mehr Infos,2025-01-09 08:25:13+00:00,0,0,de
AviationDirect_,no_location,Studie warnt Nchtlicher Fluglrm erhht das Risiko fr HerzKreislaufErkrankungen und Schlafstrungen in,2025-01-09 08:09:26+00:00,0,0,de
inhortas,no_location,Auf gilt nach Brot als Hauptnahrung Interessant denn die Insel ist auch fr ihre vielen Hundertjhrigen bekannt Ist das Geheimnis der in den Vielleicht auch das ErdofenSpanferkel,2025-01-09 08:09:11+00:00,0,1,de
SteffiD,Bremen,Passt zu Im TeslaWerk in Grnheide machte der Fabrikleiter im Sommer Hausbesuche bei krankgeschriebenen Mitarbeitern um mgliche Blaumacher zu entlarven SZ,2025-01-09 07:26:02+00:00,0,0,de
prodidgeridoo,"Luzern, Schweiz",Schlafposition,2025-01-09 07:20:55+00:00,0,1,de
WissenWerteWand,no_location,Kritik am Krankenhausgesetz Gelder fr falsche Projekte,2025-01-09 07:05:15+00:00,0,3,de
M4zzing4,🎥 in Macht deiner Gedanken 🎥,ngste loslassen Entdecke wahre Strke und Freiheit,2025-01-09 06:51:39+00:00,0,0,de
bvpraevention,Bonn,Das Projekt fr alle der Landeszentrale fr in RheinlandPfalz untersttzt amp Partnerinnen aus den dabei Menschen in schwieriger sozialer Lage mit prventiven Angeboten zu erreichen Mehr,2025-01-09 06:24:00+00:00,1,2,de
kundry1983,Frankfurt / Miami,Lachen verndert alles via YouTube,2025-01-08 23:42:48+00:00,0,0,de
guardian_xcu,Wherever help is needed,Wohin man auch siehthrt Stress Wer Yoga Achtsamkeit und Meditation nichts abgewinnen kann sollte wenigstens ber die Ernhrung etwas ausgleichend einwirken,2025-01-08 23:21:34+00:00,0,0,de
BundesXpress,no_location,TomBayou Israel wurde als Versuchslabor bezeichnet weil es mit moderner Gesundheitsinfrastruktur und digitalisierten Patientendaten schnelle Erkenntnisse ber die Wirkung der Impfstoffe gewinnen konnte ein strategischer Vorteil kein Nachteil,2025-01-08 23:11:36+00:00,1,3,de
Rosenblumen0,"Niedersachsen, Deutschland",Studien zeigen dass Cannabis bei der Behandlung von chronischen Schmerzen eine effektive Alternative zu herkmmlichen Schmerzmitteln darstellt Mehr als 60 der Patienten berichten von einer signifikanten Schmerzlinderung,2025-01-08 22:46:34+00:00,8,40,de
zinskritik,Deutschland,patkaczmarczyk Das erste wo gekrzt werden sollte wren die sinnlosen Rstungsausgaben Aber unsere werten Politik krzen immer da wo es Not tut,2025-01-08 21:48:48+00:00,0,0,de
BesserwisserK,Deutschsprachig,8 Januar 2025 Tag des Treppensteigens Am zweiten Mittwoch im Januar 2025 also am 8 Januar findet jedes Jahr der Tag des Treppensteigens National Take the Stairs Day statt,2025-01-08 20:00:17+00:00,0,2,de
Prostatiti68669,no_location,Entdecken Sie das berraschende Mittel gegen Prostatitis Natur pur und voller Energie Erleben Sie Linderung auf eine neue Art,2025-01-08 18:52:45+00:00,0,0,de
SunnyShiny4321,no_location,Aluminium in Kinderimpfungen Eltern aufgepasst Aluminium in Kinderimpfungen enthalten rzte scheinen nicht informiert zu sein Steht ein fr unsere Kinder Ganzes Video hier,2025-01-08 18:52:36+00:00,0,0,de
Prostatiti68686,no_location,Sag Tschss zu Prostatitis Entdecke unser berraschendes natrliches Mittel das wirklich wirkt Jetzt mehr erfahren,2025-01-08 18:42:35+00:00,0,0,de
Blasenentz60542,no_location,Blasenentzndung Nicht mit uns Hol dir schnelle Linderung und fhl dich endlich wieder wohl Jetzt mehr erfahren,2025-01-08 18:31:18+00:00,0,0,de
Prostatiti20379,no_location,Leidest du unter Prostatitis Entdecke das berraschende Mittel das dir Linderung bringt berzeuge dich selbst,2025-01-08 18:29:28+00:00,0,0,de
Prostatiti67117,no_location,Entdecke das berraschende Mittel gegen Prostatitis Erlebe neue Freiheit amp Lebensqualitt Lass dich berraschen,2025-01-08 18:27:13+00:00,0,0,de
Prostatiti18042,no_location,Leidest du unter Prostatitis Entdecke die berraschende Lsung die dein Leben verndern kann Lass dich nicht lnger einschrnken,2025-01-08 18:25:32+00:00,0,0,de
BlauesKreuzBern,Bern,Gute Nachricht fr alle Rauchenden Bereits kurz nach dem verbessert sich die,2025-01-08 18:25:07+00:00,0,0,de
Krampfader26429,no_location,Entdecken Sie das geheime Wundermittel gegen Krampfadern berraschen Sie sich selbst mit wirksamen Ergebnissen,2025-01-08 18:24:04+00:00,0,0,de
Krampfader60870,no_location,Entdecken Sie das berraschende Geheimnis gegen Krampfadern Ein effektives Mittel das Ihre Beine befreit Jetzt mehr erfahren,2025-01-08 18:13:58+00:00,0,0,de
Krampfader33112,no_location,Entdecken Sie das erstaunliche Geheimnis gegen Krampfadern Unser innovatives Mittel berrascht mit wirkungsvoller Hilfe Jetzt ausprobieren,2025-01-08 18:13:25+00:00,0,0,de
Blasenentz35810,no_location,Schnell Schmerzfrei bei Blasenentzndung Unser bewhrtes Mittel wirkt schnell amp effektiv Sag Nein zu Beschwerden,2025-01-08 18:01:57+00:00,0,0,de
Prostatiti66283,no_location,Entdecke das unerwartete Wundermittel gegen Prostatitis Sag Tschss zu Beschwerden und geniee wieder das Leben,2025-01-08 17:56:36+00:00,0,0,de
Prostatiti56000,no_location,Sag Prostatitis den Kampf an Entdecke unser berraschendes Mittel das wirklich wirkt Schluss mit Beschwerden,2025-01-08 17:55:28+00:00,0,0,de
Prostatiti89991,no_location,Entdecken Sie das revolutionre Mittel gegen Prostatitis berraschende Wirkstoffe fr Ihre Gesundheit einfach effektiv und natrlich,2025-01-08 17:51:01+00:00,0,0,de
Sususakura91,"Kassel, Hessen",Mchtest du mehr Freizeit oder einfach nur etwas dazu verdienen,2025-01-08 17:48:54+00:00,0,0,de
Krampfader43765,no_location,Entdecke das Geheimnis gegen Krampfadern Unsere innovative Lsung wirkt schnell und effektiv berzeuge dich selbst,2025-01-08 17:40:30+00:00,0,0,de
Prostatiti30053,no_location,Sagen Sie der Prostatitis den Kampf an Entdecken Sie unser berraschendes Mittel das Ihnen schnelle Linderung verschafft,2025-01-08 17:39:44+00:00,0,0,de
Krampfader15188,no_location,Sag Bye zu Krampfadern Entdecke das ungewhnliche Mittel das berrascht und wirkt Erlebe gesunde Beine,2025-01-08 17:27:25+00:00,0,0,de
