username,name,location,tweet_text,created_at,retweets,likes,language
PishnurgPumm,⫷ Pi ⫸,,"Schon wieder😮 #Bombe
https://t.co/3dbE3OBuFk",2025-01-08 17:29:10+00:00,0,1,de
wyschilgod2019,49_healthy_lymphnodes_lost_in_Hamburg,,"https://t.co/ZiRKV2hJfx 
#Bombe an #Carolabrücke #Dresden: 10.000 #Anwohner im #Sperrkreis betroffen.
08. Januar 2025, 18:16 Uhr",2025-01-08 17:24:59+00:00,0,0,de
AL24Francais,AL24News Français,,"#Allemagne : une #bombe de la seconde Guerre mondiale découverte sur un chantier à #Dresde 

https://t.co/0XOX29guRo https://t.co/OS2NbaPnPn",2025-01-08 17:02:55+00:00,0,1,fr
mllxxv3,komurasaki 🎀,mutsa / 18 / 🇫🇷,non c’est une #bombe 💣 https://t.co/bjzJXFSh41,2025-01-08 16:15:44+00:00,0,0,fr
Schmanle,Annalena Schmidt,Dresden,#BombeDD #Bombe #Dresden https://t.co/R757e9erjJ,2025-01-08 16:13:49+00:00,0,3,qht
HeikeOlga,Heike Max🦮humorvoll🧙🍂🫶👒👗☕️🧹📺👗,Niedersachsen emsland,Jetzt noch #Bombe #Carolabrücke,2025-01-08 15:54:50+00:00,0,2,de
AntonLauner,Neustadt-Geflüster,Dresden,"Update: Der Evakuierungsbereich steht fest.
https://t.co/FEz15FH6ce
#bombe",2025-01-08 15:08:59+00:00,0,0,de
bahn_ecki,Bahnecki 🚂🚄🛤️🚲🥾🌞🚘⚡💻,,"Das ist ein Radius von 1 km rund um die gefundene Bombe an der Carolabrücke, der wahrscheinlich evakuiert werden muss (ohne Gewähr!) #Bombe #Carolabrücke #Dresden https://t.co/IymtsJ8ZPA",2025-01-08 14:23:29+00:00,0,8,de
jannikkel6,Jan Nikkel,Berlin,"#Bombe bei Abrissarbeiten an #Carolabrücke in #Dresden gefunden

https://t.co/GUR6x3Y2aI

Über @updayDE gesendet",2025-01-08 10:17:10+00:00,0,0,de
TheatrumBelli,THEATRUM BELLI,Olivet (45).,"7 janvier 1953 : le président Harry S. Truman révèle que les États-Unis possèdent la #bombe #nucléaire à #hydrogène.
https://t.co/9FrBt73QsN

#USA https://t.co/oxA3ieLDtu",2025-01-07 09:45:42+00:00,0,1,fr
SebastianoPapa1,Sebastiano Papa,"Teramo, Abruzzo, Italy","#USA,socio di maggioranza dello #StatoEbraico; Lo
Rifornisce di #BOMBE,potenti come l'#ATOMICA,per spianare &amp; #colonizzare il #MedioOriente.
Ciò provoca,la #migrazione,in #Italia &amp; in #Europa,di #Musulmani,disperati e arrabbiati,che NON ci amano.
L'#America non è Nostra amica! https://t.co/piRBliWhSR",2025-01-05 07:45:08+00:00,0,0,it
philippe_dormoy,Philippe Dormoy ن🇫🇷,Le réel,"#CarolineduSud : un camionneur #musulman de la région de #Chicago affirme avoir une #bombe dans son camion, l'autoroute est fermée pendant des heures - https://t.co/khO91IBp98",2025-01-04 20:06:46+00:00,1,0,fr
lessentiel,L'essentiel,Luxembourg,"Selon les services de sécurité en #Russie, quatre mineurs avaient l'intention de perpétrer une attaque à la #bombe dans la ville d’#Ekaterinbourg.
https://t.co/RNFUWEGkOV",2025-01-04 15:18:26+00:00,0,1,fr
BuddhaBitchy,bitchyBuddha,Kapilvastu,@tagesschau #Terrorangriff #Bombe #Framing,2025-01-04 12:19:18+00:00,0,0,qme
9Incide,Antima,Berlin,"#Araber in #Berlin führen wie im #GazaStreifen #Krieg mit #Bombe #Raketen
zerstören Gebäude
beschießen Passanten
greifen #Polizei an
@Die_Gruenen 
BLOCKIEREN
AUSWEISUNGEN
unterstützen damit islamistischen Terror in #Germany
VERURTEILEN
ISRAEL❓️
#GrueneRausausallenParlamenten https://t.co/4NGSTxcK6u https://t.co/DyK8BSSlS6",2025-01-04 08:06:32+00:00,0,0,de
9Incide,Antima,Berlin,"@Hirnschluckauf @Ricarda_Lang @ABaerbock #Araber in #Berlin führen wie im #GazaStreifen #Krieg mit #Bombe #Raketen
zerstören Gebäude
beschießen Passanten
greifen #Polizei an
@Die_Gruenen 
BLOCKIEREN
AUSWEISUNGEN
unterstützen damit islamistischen Terror in #Germany
VERURTEILEN
ISRAEL❓️
#GrueneRausausallenParlamenten https://t.co/Bble7f5wdr",2025-01-04 08:00:32+00:00,0,1,de
Lyjvvh,Ljh ✞,"Ile-de-France, France","hier soir je regardais des vidéos de moi, j’étais stupéfaite pcq j’étais incroyable ??? #bombe #belle",2025-01-03 20:08:52+00:00,0,0,fr
pat4reason,Pat_4_Reas0n 🎗️,"Hamburg, Deutschland","Wenn es die #Faktenchecker von X nicht gäbe, würden Menschen glauben Elektroautos würden derart explodieren auch ohne #Bombe darin.

Welch ein Bärendienst des @ZDFheute am #Klima, nur um Zwietracht zu säen.

Was ein #Fakenews Portal das @ZDF doch ist - Pfui!

#ElonMusk https://t.co/p6FJQ8RmsZ",2025-01-03 15:27:42+00:00,0,0,de
lud_nrw,◤◢ lud.nrw ◣◥,NRW / Germany,"Die „SALTED“ - #Bombe, 

die die Welt beenden könnte

https://t.co/B9oggO2NfG",2025-01-03 14:34:34+00:00,0,1,de
le_skyzo,el skyzo 🇫🇷¯\_(ツ)_/¯🇵🇹,sur cet'planète?!,"@ConquerNicolas J’peux pas en dire autant de ma femme!🤷🏼‍♂️
#poidslourd #bombe https://t.co/eOm6xbw4EP",2025-01-03 12:50:03+00:00,0,0,fr
HeinzK_Berlin,FAXEN DICKE 🔊,,"Offenbar #Anschlag auf #Polizei in #Berlin! Laut Polizei ist am Donnerstag auf der Polizeistation in #Wittenau ein  ""unbekannter Gegenstand"" explodiert.! 2 #Polizisten verletzt, einer schwer. Mehr Details werden nicht genannt. #terror #bombe https://t.co/CaElX9ndrS",2025-01-03 08:55:29+00:00,0,0,de
life_Info__,Life Info,,"🇨🇩Deux morts et plusieurs blessés,  bilan provision de l'explosion d'une #bombe larguée par les rebelles du m23 à #bweremana ce matin.",2025-01-03 08:19:45+00:00,0,1,fr
adolphesel,Sélé,,"L gérant au quotidien d la province dit 1 fait, 1 aventurier à Kinshasa rétorque à la #bombé! C aussi la constitution ou Kagamé qui bloquerait les congolais d dire et entendre la vérité? 
Ce #Gouv mérite 1 soutien national  aux nations matures et conscientes. Où est Etat d droit? https://t.co/UVe1tA55cv",2025-01-03 04:57:30+00:00,0,1,fr
