username,name,location,tweet_text,created_at,retweets,likes,language
Encilai,Nikolai Nöbel,"Weyhe, Deutschland","Seit 31 Jahren zum ersten Mal bei diesem #Silvester gesehen, dass es Raketen auch ohne den Plastikstöpsel gibt

Warum war das nicht schon früher so? Das spart Plastik und ist auch einfacher!

#Böller #Feuerwerk #Raketen",2025-01-08 00:31:47+00:00,0,0,de
PYRO_STAFF,PyroStaff,,Weco Final Countdown von Lidl 2023 mehr Videos auf mein Youtube Kanal #Feuerwerk #silvester #silvester2023 #pyro #feuerwerk2023 https://t.co/ti9bRIk9fQ,2025-01-07 22:55:00+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerkonline bestellung von #pyrolux #PyroLux 2024😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIKhC
#Feuerwerk #silvester #Silvester2023 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/gwRjROc1h3",2025-01-07 17:51:25+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerk von Edeka 2024😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIcs4
#Feuerwerk #silvester #Silvester2023 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/fOHjPocEol",2025-01-07 17:50:13+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerk von Lidl 2024😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIKhC
#Feuerwerk #silvester #Silvester2023 #feuerwerksbild #silvesterbild #pyro #PYRO #lidl https://t.co/GILPrfqOAE",2025-01-07 17:49:50+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerk von Norma 2024😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIKhC
#Feuerwerk #silvester #Silvester2023 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/t4r8tAtlpJ",2025-01-07 17:49:19+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Meine meine neuen Aufkleber 2024😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIKhC
#Feuerwerk #silvester #Silvester2024 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/PUIFUsT1zG",2025-01-07 17:48:49+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein neuer aufkleber😊😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIKhC
#Feuerwerk #silvester #Silvester2024 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/ECMwhqqNJW",2025-01-07 17:48:08+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerk von Lidl 2023😊😊
Mein Youtube Kanal da könnt ihr meine Feuerwerksvideos angucken
https://t.co/s9EGiMIcs4
#Feuerwerk #silvester #Silvester2023 #feuerwerksbild #silvesterbild #pyro #PYRO https://t.co/0JR8xLzYf7",2025-01-07 17:47:15+00:00,0,0,de
PYRO_STAFF,PyroStaff,,"Mein Feuerwerk von Lidl 2022😊😊
#feuerwerk #silvester #silvesterbild #feuerwerkbild #lidl #pyro #pyrobild https://t.co/BkAuREKyar",2025-01-07 17:42:50+00:00,0,0,de
BadToxic,Michael Grönert,"Baden-Württemberg, Deutschland","#Fireworks #Kimono #Girl #2024 - #StableDiffusion #waiREALMIX Euler a #KlingAI.

#Firework #Feuerwerk #KimonoGirl #Japanese #Asian #NewYear #NewYears #NewYearsEve #temple #cherryBlossom #park #cherryBlossomPark #feast #fun #AIGirl #AIGirls #girls #AI #AIArt #Kunst #animation https://t.co/DINj293pOV https://t.co/lHYHA5TPhj",2025-01-07 16:52:50+00:00,1,9,fr
saschaboettcher,Sascha Böttcher,Heidelberg,New Year's Fireworks in #Dilsberg 😊#Germany #Deutschland #BadenWürttemberg #Europe #Europa #Photography #Kurpfalz #NewYearsFireworks #Silvester #Fireworks #Feuerwerk #landscape #Landschaft #nightphotography #town #longexposure #January #Januar #Nachtfotografie #Neckargemünd https://t.co/IvkB49cKyO,2025-01-07 15:50:27+00:00,1,2,en
TomSchnee2,TomSchnee,In der Nähe von Essen.,"Er gehört zu den Einsatzkräften und redet Klartext auch in Richtung politischer Entscheidungsträger!
An #Silvester2024 sind Einsatzkräfte von #Polizei, #Feuerwehr, #Rettungsdienste und Hilfsorganisationen ""massiv"" mit #Feuerwerk ""angegriffen"" worden...
https://t.co/NQ4pceMCoe",2025-01-07 15:43:04+00:00,0,0,de
Ole1047391,Ole,Latvia,"Warum sollten Knallkörper verboten werden?
#Lärm, der Tiere beeinträchtigt
#Verschmutzung
#Unsicherheit
#Hamburg
#Deutschland 
#feuerwerk 
#Silvester 
#2025 https://t.co/O077q2xLzG",2025-01-07 13:31:11+00:00,0,0,de
NewsTicker360,NewsTicker360,Mein aktueller Linktipp ,"Zur Vermeidung von möglichen politischen #Blindgängern - wäre ein Verbot von #Feuerwerk wie #Knallfröschen, #Knallerbsen, #Krachern und #Heulern durchaus sinnvoll!

#inkompetent #Scholz #Habeck #Baerbock #Böllerverbot #duell #Staatsbürgerschaft #Rimbach https://t.co/YP8yhCZkL3",2025-01-07 12:25:20+00:00,0,1,de
Sabeth_Pademira,Sabeth Ramentol Piñera,Hamburg. Heimat: Heidelberg,"Nein, ich sehe darin - Silvester bzw. #Feuerwerk, Böller, Lärm, Müll, Gestank, Betrunkene, siehe #Alkohol-Exzesse bei sogen. Volksvergnügen - keinen Spaß, schon gar keine Freude, absolut nichts Wohltuendes, Schönes, Erfreuliches.
https://t.co/2CcST8h4h0",2025-01-07 11:21:46+00:00,1,0,de
Sabeth_Pademira,Sabeth Ramentol Piñera,Hamburg. Heimat: Heidelberg,"#Silvester #Feuerwerk #Boeller
Man frage sich, wer aus welchen Gründen diesen kostenintensiven!, störenden Krach, Lärm und Müll braucht, will - thread:
https://t.co/VNwc6lVWWS",2025-01-07 11:19:56+00:00,0,0,de
Sabeth_Pademira,Sabeth Ramentol Piñera,Hamburg. Heimat: Heidelberg,"Was mich betrifft, brauche ich im Übrigen auch kein #Feuerwerk - weder an #Silvester noch sonst irgendwann, weder öffentlich noch privat. 
https://t.co/fKwIO1OX4g",2025-01-07 11:17:43+00:00,0,0,de
tsb426yvff,Blumenkind,"Hessen, Deutschland",https://t.co/71IEzDXAuR Vermutlich haben Frau Faeser und Herr Scholz den Bezug zum echten Leben verloren. #Feuerwerk #tierschutz ⁦@spdde⁩,2025-01-07 09:27:17+00:00,0,0,de
KontraA64,AlexK,,Ich hoffe das das 2025/2026 verboten ist. #Feuerwerk https://t.co/tQCfzFjm9J,2025-01-07 08:04:36+00:00,0,0,de
KontraA64,AlexK,,Das hat nichts mit Feiern zutun. Diese Gestalten fliehen angeblich vor Krieg und lassen es dann so krachen. Es muss verboten werden. #Feuerwerk https://t.co/ep5Lyp6xIo,2025-01-07 07:54:39+00:00,0,0,de
KontraA64,AlexK,,"Schön, dass es so etwas gibt. Schlimm, dass es so etwas geben muss. Ich bin für ein Verbot von Feuerwerk für Privatpersonen. 
#Feuerwerk https://t.co/aNdpvRapol",2025-01-07 07:51:20+00:00,0,0,de
KontraA64,AlexK,,"Deswegen ein Verbot für Privatpersonen.
#Feuerwerk https://t.co/gTCaplOVNK",2025-01-07 07:46:42+00:00,0,1,de
lufticus,Selbstkommentier,Immer bei Dir,"@M_Ostermann Es ist keine Lösung, aber wir kommen nicht umhin die Polizei vorerst zu schützen. Das Problem als solches, ist ein multiethnischer Konflikt der zum Krieg führen kann. Deswegen braucht man unbedingt eine prakmatische Regierung welche die Gefahr erkennt und bannen kann. #feuerwerk",2025-01-07 06:50:20+00:00,0,1,de
NewsTicker360,NewsTicker360,Mein aktueller Linktipp ,"#neujahr #Böllerverbot #wendt #silvester #polizei #Schöneberg #Berlin #Chaos #Pyrotechnik #Feuerwerk

Vor Ort: 
Die Anwohner vor Ort in Schöneberg: „Angst, Panik und Zerstörung“
Das ist die Zukunft im besten Deutschland ""Allah"" Zeiten.

https://t.co/GXwUahDulu",2025-01-07 04:39:09+00:00,0,0,de
pbathon12,Peter,,"Er schoss Feuerwerk in Wohnung: Polizei nimmt arabischen Influencer fest - Opera News Official
#Feuerwerk #Wohnung

https://t.co/2tSdnjawg6",2025-01-07 01:06:34+00:00,0,0,de
ViperV111,The_Viper 🇩🇪🇵🇱,,"Wer hätte das gedacht? 
Und worüber wird diskutiert? #Feuerwerk ist Lebensfreude!
Darum #AfD #remigration

Berlin: Fast 40 Prozent der Silvester-Täter ohne deutschen Pass https://t.co/rFEwrs9CgZ",2025-01-06 23:36:59+00:00,0,2,de
Baumpilot1,Baumpilot,Schleswig-Holstein,"@Storch_i @M_Ostermann WAS spricht denn dagegen, mal 1, 2 o. 4 Jahre Verkauf u. Abbrennen v. priv. #Feuerwerk zu verbieten, zentrale Veranstaltungen anzubieten, mehr auf #Drohnen/Lasershows zu setzen und DANN #Bilanz zu ziehen?
Dann #Situation neu bewerten u. entsprechend re(a)gieren.",2025-01-06 22:42:39+00:00,0,1,de
Zweitversuch,Sophie,Germany,"@GdPHauptstadt @dpa @Tagesspiegel @tagesschau @ZDF @FunkeBerlin @WELTAMSONNTAG @RTL_com @sat1 @berlinerzeitung @SZ Weil ihr Saftnasen unfähig seid, kommt ihr mit Verboten. Schade dass man Dummheit nicht verbieten kann!

Berlin: Fast 40 Prozent der Silvester-Täter ohne deutschen Pass https://t.co/lqo6tFtHtn

#Petition #PetitionsDebate #Feuerwerk #Berlin",2025-01-06 22:25:28+00:00,0,0,de
SingleLebenDe,@SingleLebenDE,"Deutschland, Germany","@faznet Vielleicht sollten wir mal nach der Ursache fragen🧐
...wurde früher weniger Feuerwerk produziert und verkauft? ...oder sind Feuerwerks- Schützen verantwortungsloser geworden? 
Es sollte in Deutschland jedes Problem mit einem Verbot gelöst werden. #Deutschland #Feuerwerk",2025-01-06 21:10:28+00:00,0,0,de
CityReport,BlaulichtCityReport24,Deutschland,"Feuerwerksbatterie in Wohnung gezündet
https://t.co/X3iBWl5VwA
#Feuerwehr #Brand #Feuerwerk #Rettungsdienst #Polizei",2025-01-06 18:42:54+00:00,0,0,de
wochenblattnews,Wochenblatt,Aulendorf,"1,9 Millionen Menschen fordern Böllerverbot

#Böllerverbot #Brauchtum #Deutschland #Feuerwerk #Kriminalität #Pyrotechnik #Silvester
https://t.co/Vmo6QflhIM",2025-01-06 18:41:07+00:00,0,0,de
Evelknevel1311,Evel,Deutschland,"@unblogd Also ich bin für ein #Böllerverbot in alles #Stätten und #Gemeinden mit mehr als 15000 #Einwohnern.
Da die #Stadtbevölkerung offenbar nicht mit #Feuerwerk umgehen kann wäre das eine #Lösung.
Die #Landbevölkerung kann es offenbar daher #logische #Konsequenz.
#Verbot",2025-01-06 17:46:01+00:00,0,0,de
AndreasFiebig1,Der Blinde unter den Einäugigen,Ost,"@GdPHauptstadt @dpa @Tagesspiegel @tagesschau @ZDF @FunkeBerlin @WELTAMSONNTAG @RTL_com @sat1 @berlinerzeitung @SZ Deutschland kann wohl nur noch verbieten, weil ihr die Städte nicht unter Kontrolle bekommt? Was ist das denn für eine Demokratie? Wir auf dem Lande feiern friedlich mit #Feuerwerk. Und nebenbei: 83 Millionen haben n i c h t für ein #Böllerverbot gestimmt. Eine echte Mehrheit.",2025-01-06 17:02:52+00:00,0,0,de
1Osceola,🕊marta🕊,,"""BARMER-Analyse – Silvesterunfälle werden immer seltener "" #Feuerwerk
https://t.co/LRRkggBhnQ https://t.co/ckBYjGrFme",2025-01-06 15:03:02+00:00,0,1,de
schwabe_willi,Willi.Schwabe,,"@GdPHauptstadt Hey,
GdP Berlin @GdPHauptstadt wenn ihr euch sooo wichtig macht mit #Böllerverbot #Feuerwerk Petition ....

Denkt mal drüber nach...🤔
https://t.co/Q88rJWYfxn",2025-01-06 13:56:29+00:00,0,0,de
schwabe_willi,Willi.Schwabe,,"@GdPHauptstadt Hey, 
GdP Berlin @GdPHauptstadt wenn ihr euch sooo wichtig macht mit #Böllerverbot #Feuerwerk Petition ....

Denkt mal drüber nach...🤔https://t.co/8ZZbDE1NeH",2025-01-06 13:55:51+00:00,0,0,de
MaximLitwinow,Maxim Litwinow🇪🇺🌹🇩🇪 🇺🇦,Dresden/Olgino/lakhta/Sachsen,"Wenn es so eng steht kann es schon mal vorkommen, dass zu Silvester beim #Kreml kein #Rubel mehr für #Feuerwerk übrig ist.

Man spart, um am 09.05 etwas Butter auf dem Tisch zu haben.
🤭
#Putin 
#PutinIsaWarCriminal 
#RussiaIsCollapsing 
#Russia 
#RussiaIsATerroristState https://t.co/fDNK2UbAOL",2025-01-06 13:46:45+00:00,0,0,de
UlrichManns,Lieber ausgegr. als eingegr. 💉,,Ich bin für ein #Weihnachtsmarkt Verbot☝🏼. Dann kann da auch nichts mehr passieren 😂🤣😂❗#Gruenen #GruenerMist #GrueneSekte #GrueneRausausdenParlamenten #Habeck #Baerbock #Märchenbuchautor #Migration #Berlin #Silvester #Feuerwerk https://t.co/sFUaEi7ovH,2025-01-06 13:34:13+00:00,0,1,de
ExplosivSpirit,TOTALVERWEIGERER for Future,Berlin,"das #OlafScholz die Forderung nach einem bundesweiten #Böllerverbot als ""irgendwie komisch"" bezeichnet zeigt das Scholz irgendwie komisch ist. Ihm sind die Opfer egal, er schielt auf Wählerstimmen. Auch das ""verantwortunsgsbewusste"" #Feuerwerk schadet Menschen, Tieren, Umwelt.",2025-01-06 13:16:36+00:00,1,10,de
JKasek,Jürgen Kasek,Leipzig,Die Debatte zum Verbot von #Feuerwerk gibt es in #Leipzig auch schon ein bisschen. Der Stand zur Umsetzung seitens der Stadt ist hier nachlesbar  https://t.co/GDlUNELqvL,2025-01-06 12:54:24+00:00,0,0,de
marillion13,Marion Friedl #ForUkraine #Boostered #PostVac,"Baden-Württemberg, D","#Blitzumfrage von #MIMAfragtDE, wer -  wie ich - kein Handy hat, kann hier über ein #BundesweitesBöllerverbot abstimmen:
https://t.co/YGIUfBmhE3
Ich wäre dafür, in vielen anderen Ländern ist privates #Feuerwerk strikt verboten. 
@DasErste https://t.co/StXTuhgbo8",2025-01-06 12:02:53+00:00,1,1,de
tk38548,t,Deutschland,"Meinet wegen verbietet ihr #feuerwerk . Fahr ich hal nächstes Jahr ins Ausland, zünde da Feuerwerk und poste überall wie wunderschön doch das Ausland im Vergleich zu kack Deutschland ist.",2025-01-06 11:03:34+00:00,0,0,de
LSJonline,LSJonline-Mittagsmagazin,"Bayern, Deutschland","Mit über einer Million gesammelten Unterschriften hat der Vorstoß für ein Böllerverbot bereits große Resonanz gefunden. Alles dazu in den Nachrichten im LSJonline-Mittagsmagazin.

https://t.co/RsJjjFCRvQ

#LSJNews #Böllerverbot #Feuerwerk #Petition #Nachrichten #LSJmittagsmagazin",2025-01-06 11:00:02+00:00,0,0,de
bottleneck_bob,Bottleneck Bob🇩🇪,Hamburg,"@ZDFheute Für gesprochenen Wörter und Dinge die Dich heute rechtsextrem geltend machen und zu verurteilung führen könnten
#Dackel
#Schwachkopf
#Polohemd
#hohlbratze
#DEflagge (mit Adler)
#Remigration
#zwei
#Feuerwerk
#Raketenwissenschaflter
#Turban
#OmasaufdemWeihnachtsmarkt
#Nudelauflauf",2025-01-06 10:14:04+00:00,0,0,de
trendingsurf,TRENDING SURF,,"📅01-06-2025
🎥What's the Hottest movie in 🇩🇪Germany of [News &amp; Politics]👀?

🔥🔥🔥
#Silvester #Tradition #Berlin #Polizei #Böller #Feuerwerk  - Berlin360°
https://t.co/q6ToB2V6FP
🔥🔥🔥

Check out the REAL YouTube trends here: https://t.co/IHtJebGp2x !",2025-01-06 09:30:34+00:00,0,0,en
schlorian,Schlorian Cartoon,"Zürich, Schweiz","Alles hat auch gute Seiten!
#Feuerwerk https://t.co/nnvEZm3Gvy",2025-01-06 08:41:47+00:00,0,1,de
berlinerzeitung,Berliner Zeitung,"Berlin, Deutschland",In der Silvesternacht wurden erneut Polizisten mit #Feuerwerk angegriffen und verletzt. Eine #Petition für ein #Böllerverbot erreichte über eine Million Unterschriften. https://t.co/vekFINbnhL,2025-01-06 08:34:00+00:00,2,25,de
mahmoud_hamdy45,محمود حمدى,,"Explore Abu Dhabi’s rich traditions and modern vision with the Department of Culture and Tourism at AIM Congress 2025.
#Tianjin
#FreenxValentino
#Feuerwerk
#srchafreen
#Pavi
#KingPowerFuntasticxSkyNani
#सतीश धवन https://t.co/WY8rmMrb1x https://t.co/gJjNQe2RZA",2025-01-06 07:42:43+00:00,0,0,en
cramesco_cc,CRAMESCO_CC,Earth,"Ist Silvester zu einem Synonym für Stupidität verkommen?! Knaller &amp; Böller, immer doofer &amp; dümmer?! Der Staat in Form von  Polizei UND Justiz muß (statt müßte) härter sanktionieren: Pseudofeuerwerks-Idioten ruinieren so manche Silvesterparty... #Silvester #Fireworks #Feuerwerk https://t.co/5xyHJMgq43",2025-01-06 05:14:23+00:00,0,1,de
PyroPony_,PyroPony,"Rotterdam, Nederland","Rubro Vuurwerk met een echte Klassieker! Is en blijft een toppertje voor t geld!

Rubro Vuurwerk - Event Immortal Gold 100sh 30MM⭐️

https://t.co/RSKbwhtoYd

#vuurwerk #Feuerwerk #fajerwerki #fyrverki #fireworks #nieuwjaar #oudennieuw",2025-01-05 22:12:57+00:00,0,0,nl
PyroPony_,PyroPony,"Rotterdam, Nederland","De eerste upload van 2025 op YouTube is een feit!

Rubro Vuurwerk - Color Hypnose 244sh 25/30MM,  Prima boxje! 💥

https://t.co/CjAsM5hh9A

#vuurwerk #Feuerwerk #fajerwerki #fyrverki #fireworks #nieuwjaar #oudennieuw",2025-01-05 22:10:22+00:00,0,2,nl
MoskitoSix27921,Moskito Six,,"Zahlreiche Brände durch #Feuerwerk - Familie verliert Zuhause Rund um den Jahreswechsel ist Feuerwehr in #Niedersachsen zu mehreren Hundert Einsätzen ausgerückt. Der Schaden durch Brände geht in die Millionen.

Feuer Jihad! #Deutschland #NDS 

https://t.co/G4i5oAUsSC",2025-01-05 22:07:02+00:00,0,0,de
Hooperman19,Jörg,,"@VasiFranco Ich böller seit Jahren nicht. Aber für 2025/2026 möchte ich alles rausholen, was geht. Vor #Scholz oder #Wegeners  Haus.  Das weiß ich noch nicht #Boellerchaoten #Feuerwerk",2025-01-05 18:53:57+00:00,0,3,de
LabetzkeMichael,Michael Labetzke,Bremerhaven,"Angesichts über einer Million Unterzeichner:innen ist klar: Das Böllerverbot muss kommen!

Und kommt mir nicht mit Tradition oder anderen Ausreden!

Petition ➡️ https://t.co/3JO8Q7AR3K

#Boellerverbot #Feuerwerk #Silvester #Polizei @Die_Gruenen @PolizeiGruen @BDK_Bund @GdPPresse https://t.co/r0qAM7QxW2",2025-01-05 17:44:10+00:00,1,4,de
Pixelnase,Pixelnase,Frankfurt - Germany,"Es hatte schon seinen Grund, dass auf den Feuerwerkskörpern: ""Verkauf nicht an Minderjährige!"" draufstand. Dieses (neue) Klientel hat nicht mehr Gehirnzellen als ein 5jähriges Kind! #feuerwerk #berlin https://t.co/p4glB92GoP",2025-01-05 17:43:28+00:00,0,0,de
LotharUlsamer,Lothar Ulsamer,"Esslingen, Baden-Württemberg","Das Silvester-Ritual: Tote, Verletzte, Brände, verängstigte Tiere, Feinstaub. Politik drückt sich um ein Böllerverbot ! – https://t.co/W9FT5SYqRg #Boellerverbot #Silvester #feuerwerk #müll https://t.co/uILwlw2XBR",2025-01-05 16:44:35+00:00,0,0,de
Gatekeeper_one,#𝖘chu𝖙z𝖊𝓷𝖌𝖊l 𝕏 🇬🇧🇫🇴 🕙,"55.20005,12.22796","Warum?
Weil es an den Personen liegt, die das #Feuerwerk bedienen.
In Polen gibt es auch keine #MesserAttacken, #Islamistischen-Terror, #TerrorAttentate auf #Weihnachtsmärkte... #Gleisschubser etc..
Warum?

https://t.co/7GQ20Yjr2A",2025-01-05 16:22:26+00:00,0,0,de
galadriella1978,ursula maria,bayrisches Gebirge,#Silvester #Tradition #Berlin #Polizei #Böller #Feuerwerk #Poschardt #Sc... https://t.co/DLSZev0zSD via @YouTube,2025-01-05 16:13:12+00:00,0,0,und
Leo_nie_Bruder,Leo_nie_Bruder,Lateinamerika ist auch schön,"@FrauHodl @GdPHauptstadt @dpa @Tagesspiegel @tagesschau @ZDF @FunkeBerlin @WELTAMSONNTAG @RTL_com @sat1 @berlinerzeitung @SZ #GdP macht sich unfreiwillig zum #Büttel einer #abgekartet en Agenda. #Feuerwerk ist nicht das Problem, sondern #Werkzeug in den Händen der #Urheber der #Gewalt. Das wird Ihre #Kollegen nicht #schützen, morgen nutzen sie evtl. bereits schwere #Waffen. Abhilfe geht anders!",2025-01-05 15:11:00+00:00,0,4,de
PeterSchwarz11,𝐏𝐞𝐭𝐞𝐫 𝐒𝐜𝐡𝐰𝐚𝐫𝐳 🕊️ ✌,Beckingen/ Saar,"Mit vielen Feiernden und großem #Feuerwerk ist #Hamburg  überwiegend friedlich in d. Jahr 2025 gestartet.

Im Hamburger Stadtteil #Steilshoop geraten Feuerwehrleute u. Feiernde aneinander. Die Feuerwehr berichtet von einem Angriff mit Feuerwerkskörpern.

https://t.co/V8bGaCd3L4 https://t.co/bvcDOZxIFT",2025-01-05 15:02:54+00:00,0,0,de
BruggemannHeike,Heike Brüggemann,,"Der Beitrag zeigt wie gefährlich #Kugelbomben sind und dass man nur für Private zugelassene #Pyrotechnik kaufen sollte.
Aufklärung ist ebenfalls wichtig. 
Besprecht das Thema mit euren Kindern, im Verein, in der Schule...👇
#Silvester #Sicherheit #Feuerwerk https://t.co/p1sAqmeIGm",2025-01-05 14:51:24+00:00,0,1,de
xSaxtoniX,Deutscher Löwe,Deutschland,"Jede Stimme für die Afd ist eine Stimme für ein sicheres Deutschland . Wo solche Kandidaten abgeschoben werden!
#DeshalbAfD #AfD #berlin #Silvester #feuerwerk #Neujahrs_märchen_2025 https://t.co/mylDKIgy7a",2025-01-05 14:06:18+00:00,24,95,de
ConR19989810,ConR,,"Ein Böllerverbot bringt nichts, da die problematischen Artikel meist F4 waren, nicht F1/F2. Als friedlicher Pyro, der jedes Jahr ein großes, sicheres F2-Feuerwerk organisiert, für sein Dorf, finde ich das ungerecht und unverhältnismäßig.

#feuerwerk #pyroisnotacrime #Böllerverbot",2025-01-05 13:39:02+00:00,0,0,de
Inga_Ruppender,Inga Ruppender,,"Hörte in der #Silvesternacht2025 in Berlin Artillerie/Kanonenschläge. Von wem oder was wurde #Berlin eingenommen? Ich fordere: #Bunker für die Zivilbevölkerung für  kommende Jahreswechsel""feiern"". #Silvester #OlafScholz #NancyFaeser #KaiWegener #Silvester2025 #Feuerwerk #Böller",2025-01-05 10:45:57+00:00,0,0,de
